-0.502664,4.303765,7.310177
3.135669,-3.078221,1.201607
7.501668,-5.002708,-2.628217
5.644203,-3.863335,-7.156984
5.969738,-5.596331,-12.652781
3.250563,-1.450546,-10.824040
3.537800,-1.546291,-10.546378
3.968655,-1.852677,-11.446387
2.982476,-1.517568,-9.588923
2.484598,-1.268629,-9.675094
2.226085,-1.718634,-9.809137
2.417577,-1.661186,-9.541050
2.542046,-1.460120,-9.751690
2.388853,-1.584590,-9.818711
2.120765,-1.498419,-9.722966
2.187787,-1.555866,-9.742115
2.139914,-1.603739,-9.809137
2.072892,-1.613313,-9.885734
2.034594,-1.479270,-9.971905
1.986721,-1.421822,-10.019777
1.766506,-1.393099,-9.847435
1.814379,-1.479270,-10.172971
3.078221,-1.153735,-11.915541
7.712308,-0.655857,-18.550711
3.748441,-1.747357,-19.603912
-0.742028,-1.469695,-16.281540
-2.417577,-1.077138,-3.872910
-2.503747,1.086713,3.805888
1.335651,1.393099,4.275041
7.415497,0.292024,2.819708
