-1.077138,-2.293107,12.241076
-0.100533,-1.919699,12.882571
0.981392,-3.499502,11.178299
0.502664,-4.562278,9.943181
1.804805,-3.097370,10.153821
1.977147,-3.422905,7.741032
2.235660,-2.963326,6.122931
3.193116,-2.072892,5.730374
4.514405,-0.742028,6.582510
5.203773,-0.311173,7.099536
5.108028,-0.148406,7.664436
5.155901,0.071809,7.568690
5.462287,0.196278,7.434646
5.730374,0.569686,7.654861
5.787822,0.349471,7.463370
5.826120,0.540963,7.616563
5.730374,0.598410,7.798480
5.854844,0.359046,7.492094
5.672927,0.636708,7.492094
5.998462,0.770752,7.683585
5.529309,1.125011,7.712308
5.739949,1.057989,7.836778
5.615479,0.904796,8.009120
5.605905,0.866498,7.894225
5.692076,0.952669,7.817628
5.682502,1.029265,7.884651
5.711226,1.086713,7.865501
5.615479,1.067564,7.894225
5.739949,1.057989,7.769756
5.854844,1.201607,7.444221
