-1.967572,-0.971818,12.011286
0.464366,-1.249480,8.717637
2.015445,0.148406,6.371870
1.756932,0.540963,6.094208
2.005870,1.364375,7.042089
2.886730,1.766506,7.319751
3.413331,2.561195,7.243155
3.796313,2.925028,7.233581
3.825037,3.566524,7.539967
3.911208,3.604822,7.549541
4.188870,3.643120,7.664436
4.131423,3.365458,7.808054
4.179296,3.336734,7.779330
4.227169,3.336734,7.788905
4.208019,3.489927,7.817628
4.208019,3.470778,7.626137
4.255892,3.432480,7.702734
4.112274,3.528225,7.693159
4.246317,3.461204,7.587839
4.313340,3.729291,7.549541
4.303765,3.863335,7.635712
4.351638,3.844186,7.511243
4.169721,3.758015,7.645287
4.179296,3.892059,7.674010
4.198445,3.815462,7.578265
4.322914,3.786739,7.674010
4.026103,3.652695,7.472944
4.083550,3.413331,6.821874
3.930357,3.528225,6.314423
3.815462,3.240989,5.414414
