-3.269712,-1.077138,12.767676
-4.026103,-0.981392,14.136839
-2.666515,-0.952669,12.049584
-0.598410,-0.320748,9.876159
0.349471,0.292024,8.353804
1.201607,1.479270,7.176133
1.594164,2.369704,6.400594
1.766506,2.656940,6.879322
1.929274,3.336734,7.281453
1.986721,3.777164,7.760181
2.293107,3.911208,7.788905
2.388853,4.255892,7.721883
2.245234,4.677173,7.884651
2.264384,4.581427,7.760181
2.312256,4.600576,7.568690
2.369704,4.552703,7.606988
2.379278,4.696322,7.597414
2.637791,4.456958,7.693159
2.609068,4.638875,7.645287
2.503747,4.763344,7.808054
2.522897,4.878239,7.683585
2.637791,4.763344,7.597414
2.542046,4.849515,7.587839
2.628217,4.772918,7.530392
2.599493,4.734620,7.482519
2.647366,4.753769,7.262304
2.714388,4.389936,6.735703
2.676090,4.102699,6.458041
2.293107,3.336734,5.931440
1.575015,2.082467,4.418660
