-2.570770,3.700568,9.914457
-0.148406,0.119682,13.188957
0.646283,2.206936,11.494260
1.507993,-0.990967,9.732541
7.080388,-7.434646,6.687830
8.698488,-4.600576,0.301599
7.568690,0.598410,-2.350555
6.936769,5.222923,-2.666515
6.850598,9.119769,-2.015445
7.539967,7.492094,-0.033511
8.487848,4.045252,0.330322
8.372953,4.887813,-0.579261
8.152739,6.113357,-0.742028
8.411251,5.366541,-0.244151
8.526146,5.079304,-0.100533
8.439975,5.452712,-0.033511
8.420826,5.433563,-0.148406
8.372953,5.510159,-0.406919
8.334655,5.663352,-0.387770
8.363379,5.806971,-0.339897
8.746361,6.908045,-0.100533
10.594251,10.737869,0.157980
11.159150,11.877242,-0.368621
9.445304,9.541050,-0.742028
6.496339,5.845269,0.014362
1.804805,0.349471,1.038840
-3.537800,-5.864419,3.068647
-0.157980,-12.202777,6.706980
7.156984,-10.718720,2.398427
6.391019,-9.617646,1.201607
