-0.435643,-1.957998,9.876159
-1.393099,-0.665432,7.846352
-2.216511,0.655857,6.860173
-2.829283,1.527142,6.486765
-3.662269,2.283533,6.209103
-4.322914,2.618642,6.276124
-4.926111,3.135669,6.400594
-5.108028,3.116519,6.620809
-5.069730,3.164392,6.582510
-5.098454,3.595248,6.458041
-5.127177,3.700568,6.649532
-4.916537,3.413331,6.821874
-5.337818,3.250563,6.467616
-5.194199,3.738866,6.553787
-5.213348,3.623971,6.706980
-5.117602,3.365458,6.754852
-5.213348,3.652695,6.831449
-5.184625,3.518651,6.821874
-5.261221,3.451629,6.659107
-5.108028,3.576098,6.812300
-5.309094,3.595248,6.802725
-5.213348,3.509076,6.860173
-5.175050,3.537800,6.860173
-5.194199,3.432480,6.735703
-5.184625,3.623971,6.735703
-5.155901,3.470778,6.687830
-5.175050,3.585673,6.783576
-5.175050,3.681418,6.850598
-5.155901,3.614397,6.860173
-5.079304,3.729291,7.022940
