4.303765,-1.096287,14.261308
4.188870,-1.747357,17.909216
2.350555,-1.469695,13.150659
-0.751603,-0.148406,6.821874
-1.737783,1.603739,4.179296
-1.144160,1.412248,5.462287
-1.890976,2.647366,5.988888
-2.417577,3.317585,5.902717
-3.327160,4.466532,5.845269
-3.738866,5.289945,6.113357
-3.690993,5.012282,6.687830
-3.585673,4.705896,6.735703
-3.738866,4.973984,6.534637
-3.585673,4.887813,6.726129
-3.671844,4.973984,6.860173
-3.643120,4.782493,6.783576
-3.604822,4.993133,6.936769
-3.566524,5.117602,6.936769
-3.499502,4.725046,6.888896
-3.576098,4.686748,6.946343
-3.537800,4.954835,7.061238
-3.509076,4.878239,7.061238
-3.537800,4.868664,7.070813
-3.461204,4.926111,7.195282
-3.461204,4.734620,7.099536
-3.643120,4.667598,6.917620
-3.585673,4.705896,6.965493
-3.566524,4.725046,6.994216
-3.576098,4.667598,7.013366
-3.509076,4.629300,7.080388
