0.023936,1.421822,11.915541
-0.818625,0.837774,15.180466
0.502664,-0.617559,16.338987
1.287778,-2.762261,12.499589
-0.081384,-1.814379,8.861256
-1.479270,0.205853,5.797396
-2.417577,1.862252,4.792068
-3.145243,2.685664,4.725046
-3.911208,3.528225,4.916537
-4.456958,4.236743,5.328243
-4.964410,4.456958,5.701651
-5.127177,4.418660,6.285699
-5.031432,4.562278,6.199528
-5.060155,4.332489,6.391019
-5.041006,4.581427,6.314423
-5.098454,4.188870,6.161230
-5.146326,4.456958,6.122931
-5.108028,4.581427,6.285699
-5.031432,4.523980,6.295273
-5.012282,4.389936,6.199528
-5.108028,4.504831,6.352721
-5.021857,4.456958,6.391019
-4.964410,4.552703,6.352721
-5.021857,4.705896,6.505914
-4.954835,4.409085,6.429317
-4.926111,4.533555,6.582510
-4.964410,4.504831,6.448466
-4.983559,4.437809,6.084633
-4.763344,4.705896,6.161230
-5.146326,4.744195,5.414414
