0.272875,7.549541,12.355970
-0.560112,4.246317,10.737869
3.643120,-3.202690,3.719717
6.534637,-4.093124,-0.799476
6.132506,-3.135669,-6.955918
5.261221,-4.677173,-8.439975
2.580344,-0.339897,-7.271879
3.288862,-0.359046,-10.144247
3.652695,-0.292024,-11.752773
3.585673,-1.182458,-11.599580
3.614397,-0.263300,-10.144247
3.001625,-0.129257,-10.067650
2.685664,-0.301599,-9.675094
2.733537,-0.464366,-9.349558
2.618642,-0.579261,-9.703817
2.542046,-0.914371,-9.924032
2.379278,-1.134585,-10.086800
2.235660,-1.249480,-10.048501
2.264384,-1.211182,-9.943181
2.340980,-0.876072,-9.780414
2.360129,-0.885647,-9.722966
2.321831,-0.876072,-9.675094
2.226085,-0.713305,-9.818711
2.254809,-0.751603,-9.780414
2.561195,-0.732454,-10.010203
4.715471,-0.148406,-12.834699
5.337818,-0.272875,-19.603912
-1.067564,-1.642037,-19.603912
-0.588835,-2.666515,-13.610238
-2.273958,-0.675007,-0.119682
