-3.700568,7.377199,6.295273
-2.235660,6.371870,5.988888
-2.810133,6.582510,5.902717
-3.126094,6.984642,5.711226
-2.944177,6.410168,5.902717
-2.609068,6.237826,5.998462
-2.714388,6.438892,6.496339
-2.273958,7.195282,8.277207
-4.600576,4.744195,6.505914
-6.697405,4.294190,7.099536
-8.018694,5.510159,7.003791
-5.960164,6.285699,9.713391
-1.756932,7.683585,9.043172
-2.494173,5.452712,7.089962
-5.634629,4.313340,1.115436
-4.313340,3.221840,1.919699
-5.060155,1.546291,-0.090958
-9.464453,-5.002708,-1.709059
-8.727212,-6.927195,0.272875
3.834611,-1.125011,6.247401
16.003878,5.002708,18.177303
15.754939,8.899554,19.536890
11.072979,7.300602,18.857098
6.008037,4.610151,14.462374
0.004787,1.105862,7.425072
-4.313340,0.071809,2.398427
-6.151655,-0.780327,0.359046
-11.197449,-3.710142,-0.588835
-9.857010,-5.615479,-0.081384
4.897388,-2.111191,7.118686
