-1.498419,1.632463,10.278291
2.896305,-1.910125,10.412334
7.894225,-3.298436,6.879322
9.512326,-1.287778,2.972901
9.387856,1.852677,0.000000
8.708063,3.882484,0.033511
8.401677,4.983559,1.019691
8.305931,4.246317,2.656940
8.420826,3.202690,3.384607
8.334655,3.518651,3.834611
7.875076,4.284616,3.681418
7.520817,4.839940,3.796313
7.310177,5.203773,3.872910
7.118686,5.328243,3.853760
7.042089,5.634629,3.911208
7.022940,5.893142,3.786739
6.678256,5.988888,3.901634
5.213348,6.017611,5.184625
3.825037,6.429317,6.486765
2.925028,7.425072,7.932523
3.059072,11.762347,8.526146
4.370787,14.357054,6.295273
6.161230,12.557036,3.039923
4.370787,12.068733,0.071809
-2.226085,2.858006,1.498419
-10.077225,-7.453795,3.489927
6.486765,-11.053830,2.312256
8.554870,-8.267632,4.887813
7.855927,-8.401677,6.572936
7.089962,-7.262304,5.663352
