-0.770752,-0.770752,13.141085
2.867581,-5.500585,6.544212
6.678256,-4.179296,0.981392
7.970821,0.962243,-4.600576
8.631466,4.811217,-6.046335
9.426155,4.543129,-3.681418
9.952756,2.589919,-0.397344
9.962330,1.632463,0.215428
9.818711,2.092041,0.397344
9.665519,2.245234,0.090958
9.847435,2.235660,-0.349471
9.933606,2.446300,-0.330322
9.876159,2.609068,-0.330322
9.703817,2.714388,-0.301599
9.665519,2.542046,-0.071809
9.665519,2.656940,0.004787
9.847435,3.068647,0.014362
10.172971,3.623971,-0.129257
10.029352,3.614397,-0.167555
9.541050,2.858006,-0.004787
9.531475,2.656940,0.330322
10.469782,4.466532,0.272875
11.283620,7.118686,0.263300
11.015532,6.333572,0.081384
10.393186,5.232497,-0.090958
9.943181,3.920783,0.397344
8.889979,2.101616,0.694156
7.348475,0.569686,1.900550
5.299519,-0.454792,2.321831
2.302682,-1.833528,2.427151
